N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
80,18,111,6.94,32.27,Sandy,0.55,0.51,35.25,62.68,1073.47,7.93,6.61,South,2440,Rabi,Drip,143.53,Pulses,Barley
50,69,91,7.61,23.61,Silt,1.32,2.03,23.83,47.56,726.28,9.91,11.7,North,1773,Zaid,Drip,243.63,Pulses,Rice
31,72,72,6.71,16.13,Loamy,1.19,2.15,11.01,44.15,2774.09,10.33,6.08,West,1720,Kharif,Canal,100.78,Pulses,Wheat
65,81,10,4.74,43.6,Silt,1.07,2.59,17.21,76.79,2671.36,6.01,11.77,West,789,Zaid,Drip,105.75,Rice,Wheat
51,12,34,7.32,52.09,Loamy,0.39,2.09,12.59,77.65,348.86,10.85,19.27,West,2393,Rabi,Sprinkler,275.35,Rice,Wheat
80,82,90,6.03,19.19,Clay,1.2,1.62,22.25,80.18,781.42,11.49,10.62,Central,1666,Kharif,Rainfed,102.38,Cotton,Rice
65,22,55,5.78,53.94,Clay,0.67,2.37,30.9,81.27,2475.19,9.85,10.62,East,1931,Zaid,Sprinkler,346.57,Maize,Rice
104,18,24,8.47,36.31,Clay,1.49,0.92,29.81,54.68,948.15,11.77,6.38,North,1825,Rabi,Canal,276.42,Maize,Potato
99,61,78,6.86,17.2,Clay,1.07,2.06,31.57,78.54,2071.63,4.52,5.29,North,2035,Zaid,Canal,324.05,Pulses,Rice
154,71,26,7.34,42.14,Loamy,1.29,2.2,21.51,50.76,312.13,5.2,3.08,Central,1898,Rabi,Drip,195.54,Pulses,Potato
23,17,30,6.61,36.0,Loamy,1.15,1.24,17.96,33.15,2556.58,11.22,13.57,West,1764,Kharif,Rainfed,201.67,Cotton,Wheat
71,54,62,7.58,11.41,Sandy,0.97,2.97,11.71,71.36,1382.23,4.25,11.75,North,839,Rabi,Drip,297.03,Wheat,Wheat
131,62,64,7.51,29.96,Loamy,1.13,1.13,38.25,41.94,1516.17,8.7,10.78,West,701,Kharif,Sprinkler,215.41,Rice,Rice
55,72,96,7.13,49.24,Loamy,0.98,0.35,13.55,57.09,2463.14,6.15,18.79,West,1363,Kharif,Sprinkler,59.08,Wheat,Wheat
73,66,116,8.49,37.77,Clay,0.27,0.98,15.35,39.83,1471.69,7.64,13.2,South,661,Kharif,Rainfed,173.42,Pulses,Wheat
138,63,19,6.34,24.1,Sandy,0.65,0.39,10.75,53.49,491.53,7.09,7.85,West,222,Rabi,Rainfed,254.93,Cotton,Wheat
146,28,90,7.32,56.43,Silt,0.61,1.08,19.52,83.09,1612.21,5.51,5.89,North,2276,Kharif,Canal,137.68,Cotton,Wheat
36,76,66,7.69,21.89,Loamy,1.13,0.47,34.57,66.79,1478.91,8.69,10.05,West,2094,Zaid,Rainfed,59.1,Rice,Tomato
94,55,74,6.0,22.64,Silt,0.95,1.37,19.97,38.89,1460.09,5.62,7.14,West,1308,Zaid,Sprinkler,250.43,Cotton,Sugarcane
124,19,46,6.33,27.73,Clay,0.99,2.36,29.98,73.53,739.7,7.26,7.44,East,87,Zaid,Canal,290.88,Maize,Millet
136,27,16,8.38,54.73,Clay,1.3,0.3,38.97,80.87,659.17,10.16,14.13,West,1142,Zaid,Rainfed,156.33,Maize,Millet
62,21,85,4.63,35.38,Silt,0.88,1.73,36.78,39.98,2378.04,9.36,6.52,Central,1807,Zaid,Rainfed,115.15,Vegetables,Rice
131,58,49,5.84,44.11,Silt,0.48,0.23,15.4,74.65,1933.68,9.2,1.29,West,1552,Rabi,Drip,337.13,Wheat,Sugarcane
134,32,59,6.44,58.81,Sandy,0.22,2.67,20.78,62.95,217.79,8.0,7.67,West,224,Zaid,Drip,227.9,Maize,Cotton
46,71,10,4.51,49.16,Loamy,0.41,2.77,32.53,66.26,2538.82,5.51,18.71,East,378,Kharif,Drip,83.66,Rice,Rice
56,20,29,8.1,18.63,Loamy,0.24,1.53,39.33,86.34,539.86,7.56,13.51,Central,1962,Kharif,Rainfed,172.63,Pulses,Millet
65,82,117,5.64,49.42,Loamy,0.51,2.33,31.48,32.19,2265.51,7.76,10.8,Central,792,Rabi,Sprinkler,182.4,Pulses,Rice
132,65,40,5.53,47.42,Loamy,1.03,1.82,17.57,68.33,468.98,5.62,9.39,South,282,Kharif,Sprinkler,171.51,Vegetables,Wheat
54,64,77,7.78,21.63,Sandy,0.4,1.09,13.98,34.89,2919.86,8.81,17.08,West,1508,Zaid,Rainfed,87.22,Rice,Wheat
151,34,99,5.61,26.27,Clay,0.31,0.81,24.85,77.38,2721.43,8.11,3.35,South,318,Rabi,Drip,328.77,Rice,Rice
99,18,21,7.13,45.51,Silt,1.46,2.3,15.79,83.77,712.45,6.62,6.86,North,2107,Zaid,Rainfed,318.44,Rice,Wheat
99,21,31,7.79,21.92,Clay,1.5,1.35,16.83,35.19,223.59,5.66,11.78,North,634,Zaid,Rainfed,307.65,Cotton,Wheat
140,20,10,7.67,20.41,Sandy,1.03,2.77,29.03,31.55,367.03,5.14,13.65,East,2155,Rabi,Sprinkler,294.32,Pulses,Millet
141,47,10,7.63,45.17,Loamy,0.34,2.93,25.45,87.34,2464.48,11.05,7.06,South,864,Kharif,Rainfed,217.25,Wheat,Rice
100,37,12,4.85,54.03,Clay,1.27,0.71,13.62,85.59,414.99,11.51,16.3,North,926,Zaid,Drip,230.74,Maize,Pulses
138,17,85,4.82,13.75,Loamy,0.9,1.73,14.61,85.42,2378.81,10.55,7.07,East,197,Kharif,Canal,286.42,Maize,Sugarcane
77,83,30,5.73,32.3,Silt,0.44,1.66,10.58,86.38,2495.45,8.75,1.61,North,348,Kharif,Sprinkler,113.59,Vegetables,Millet
82,56,22,4.64,40.36,Clay,0.95,2.62,16.59,60.01,1059.35,11.69,10.68,South,579,Zaid,Canal,189.24,Pulses,Maize
119,45,70,6.5,43.81,Loamy,0.25,2.1,36.62,88.61,2258.34,7.74,19.91,South,2298,Rabi,Rainfed,164.21,Wheat,Rice
85,59,22,6.08,59.81,Sandy,1.46,1.86,33.79,83.54,2496.85,4.36,7.29,East,609,Rabi,Rainfed,204.72,Pulses,Rice
104,18,114,6.73,44.13,Silt,1.27,2.07,22.44,35.86,2385.75,6.99,7.0,South,181,Rabi,Drip,187.39,Wheat,Rice
156,69,91,5.7,41.01,Loamy,0.54,1.23,32.26,78.76,736.38,5.43,10.25,West,209,Kharif,Rainfed,118.2,Maize,Millet
142,81,42,6.44,59.49,Loamy,0.74,2.88,22.21,72.75,1458.01,9.53,4.41,South,2421,Zaid,Sprinkler,314.51,Vegetables,Sugarcane
21,76,15,5.84,13.03,Sandy,0.71,0.27,33.76,38.05,391.08,6.37,12.44,West,2197,Rabi,Rainfed,211.99,Vegetables,Millet
125,62,34,5.28,13.72,Silt,1.32,0.18,15.46,74.28,1670.9,7.76,9.0,Central,973,Zaid,Sprinkler,287.85,Vegetables,Sugarcane
127,26,32,7.1,38.03,Sandy,0.66,1.31,14.58,59.1,1438.51,11.48,8.65,East,362,Rabi,Canal,134.03,Vegetables,Wheat
91,62,97,7.19,27.93,Silt,0.26,0.55,12.34,81.23,2727.33,11.94,14.34,East,1126,Kharif,Drip,258.31,Maize,Wheat
145,37,110,7.82,14.83,Loamy,0.48,1.68,17.25,79.13,250.64,8.28,4.54,North,216,Kharif,Sprinkler,148.26,Pulses,Wheat
76,72,35,8.0,25.32,Loamy,0.48,0.13,14.39,86.54,1684.68,6.2,19.97,Central,355,Kharif,Sprinkler,120.57,Cotton,Wheat
100,24,13,7.32,43.72,Silt,1.43,1.43,33.96,34.52,2250.46,7.52,11.4,North,974,Zaid,Sprinkler,218.2,Cotton,Rice
38,28,111,7.25,54.03,Loamy,1.4,0.96,17.2,72.61,1499.07,11.0,4.39,North,2008,Rabi,Rainfed,139.61,Pulses,Wheat
26,79,44,4.73,14.72,Clay,0.59,0.69,25.49,52.62,866.65,5.9,2.58,East,2097,Rabi,Sprinkler,171.34,Rice,Wheat
156,56,84,4.94,37.01,Loamy,0.2,1.39,32.69,76.56,1907.57,4.5,15.32,West,905,Zaid,Sprinkler,235.41,Vegetables,Rice
73,80,109,7.75,24.81,Silt,0.87,2.58,30.31,66.15,2963.89,10.54,5.38,North,1105,Kharif,Drip,261.65,Vegetables,Rice
123,57,34,5.43,43.37,Clay,1.24,2.0,16.14,59.73,314.8,8.24,15.06,South,1864,Kharif,Rainfed,107.84,Maize,Maize
105,82,29,5.92,37.47,Silt,0.55,0.56,12.31,30.25,748.92,11.18,14.68,Central,1430,Rabi,Canal,277.35,Maize,Potato
101,29,10,5.08,56.34,Clay,0.77,1.55,37.35,66.43,1573.7,9.48,19.94,East,583,Zaid,Canal,126.85,Vegetables,Rice
80,46,103,5.28,11.88,Clay,0.42,2.8,28.66,55.22,1873.28,4.28,2.69,East,5,Zaid,Canal,244.1,Rice,Rice
106,84,77,7.6,33.5,Sandy,0.63,1.37,31.2,49.95,1947.62,10.3,11.46,West,532,Rabi,Rainfed,342.29,Pulses,Rice
21,11,32,5.55,19.64,Sandy,1.19,1.46,21.58,89.33,368.59,5.53,14.24,Central,6,Kharif,Drip,53.39,Maize,Cotton
50,73,108,6.3,36.84,Clay,0.76,2.83,17.25,72.02,544.18,5.01,4.66,Central,1305,Zaid,Rainfed,139.45,Pulses,Wheat
52,45,115,5.11,52.68,Clay,0.78,0.49,25.92,62.39,2845.11,8.5,15.78,Central,1915,Rabi,Sprinkler,166.45,Wheat,Rice
99,14,31,7.21,55.57,Clay,1.23,2.23,12.34,82.12,410.97,7.53,10.84,East,1021,Zaid,Canal,226.49,Wheat,Wheat
30,73,104,7.41,29.91,Sandy,1.19,0.97,34.0,43.63,1373.51,6.41,8.09,South,1595,Zaid,Rainfed,210.69,Wheat,Rice
147,16,71,5.95,50.59,Sandy,0.44,2.61,29.64,67.19,1816.31,8.71,7.89,East,2435,Rabi,Sprinkler,264.62,Cotton,Rice
154,79,10,7.64,24.03,Sandy,0.74,0.26,32.85,81.66,1079.65,9.95,7.95,East,593,Zaid,Drip,236.56,Rice,Sugarcane
147,31,68,5.46,10.32,Clay,1.3,2.97,27.08,37.42,915.9,7.95,15.72,East,1138,Zaid,Sprinkler,225.02,Pulses,Millet
50,83,77,7.27,52.76,Clay,0.79,2.33,27.34,44.17,1012.58,10.3,19.25,South,454,Zaid,Drip,155.5,Pulses,Maize
145,55,28,7.42,15.97,Silt,1.06,0.92,28.01,34.96,991.31,7.35,13.46,East,217,Rabi,Canal,111.02,Maize,Potato
66,49,39,8.37,10.88,Loamy,0.6,2.31,33.52,89.55,1262.31,7.99,5.18,East,420,Kharif,Drip,156.14,Wheat,Maize
126,70,10,5.43,27.69,Loamy,0.28,2.78,16.76,64.85,525.02,8.36,3.3,Central,1392,Kharif,Rainfed,53.56,Rice,Pulses
38,55,57,4.87,28.97,Sandy,0.41,0.43,30.45,59.37,2589.89,6.52,2.59,Central,1589,Kharif,Canal,110.65,Maize,Rice
100,37,28,5.55,13.86,Sandy,0.72,2.75,26.58,50.31,2326.33,6.91,11.73,West,119,Zaid,Rainfed,149.04,Cotton,Rice
142,44,61,4.99,50.71,Loamy,0.66,1.14,24.85,56.97,295.49,8.09,17.87,North,1156,Kharif,Rainfed,285.69,Rice,Barley
153,10,94,5.18,30.28,Sandy,1.36,0.12,26.23,76.55,2331.54,11.07,8.8,South,749,Zaid,Drip,56.76,Pulses,Rice
126,38,31,5.84,34.5,Clay,0.91,0.43,18.17,85.0,2518.55,8.4,3.86,West,1113,Zaid,Rainfed,54.42,Wheat,Sugarcane
68,18,59,6.16,23.23,Loamy,1.02,2.67,11.11,36.3,2781.66,4.87,9.45,East,2316,Kharif,Rainfed,309.8,Cotton,Wheat
92,18,75,8.11,35.58,Clay,1.1,2.95,32.77,47.98,1916.25,9.85,16.08,East,796,Rabi,Sprinkler,165.36,Cotton,Rice
69,31,15,5.28,48.34,Loamy,0.89,2.7,37.49,41.35,2587.94,8.13,15.79,North,1197,Zaid,Canal,55.92,Maize,Rice
100,72,73,8.39,55.31,Loamy,1.2,1.38,24.42,56.13,2325.49,7.2,8.54,Central,381,Zaid,Canal,344.89,Pulses,Rice
114,75,30,7.74,58.53,Sandy,1.22,2.89,35.14,61.83,271.15,9.53,10.14,South,1095,Kharif,Rainfed,139.38,Vegetables,Millet
31,89,106,8.03,31.34,Clay,0.66,1.28,26.66,73.28,2470.87,5.33,12.99,West,113,Rabi,Sprinkler,304.91,Maize,Rice
42,67,28,8.22,59.5,Clay,0.31,0.43,37.91,82.54,1826.85,10.28,10.73,Central,538,Rabi,Rainfed,244.72,Vegetables,Rice
73,79,100,7.51,24.75,Silt,1.48,1.09,25.25,62.53,2021.56,9.73,5.62,West,127,Rabi,Sprinkler,72.17,Maize,Rice
137,64,46,7.66,10.35,Clay,1.04,3.0,16.15,59.33,2677.81,5.48,15.71,North,1458,Zaid,Sprinkler,62.74,Pulses,Wheat
78,22,72,6.25,48.38,Clay,1.12,1.92,36.1,64.55,229.19,10.77,9.31,West,2308,Kharif,Rainfed,276.96,Vegetables,Millet
22,28,38,6.54,18.92,Sandy,1.18,1.09,34.01,83.3,502.1,5.54,7.53,West,961,Rabi,Canal,256.85,Cotton,Millet
77,88,69,8.23,12.62,Silt,1.0,1.91,21.94,68.91,1806.63,9.42,6.35,Central,1061,Zaid,Rainfed,83.64,Pulses,Rice
76,42,101,6.01,56.2,Clay,0.81,1.34,35.26,77.24,1347.0,6.94,17.68,East,1626,Zaid,Sprinkler,294.99,Pulses,Pulses
109,83,43,4.67,49.59,Sandy,1.48,0.24,10.27,73.17,1370.51,10.05,6.67,East,340,Zaid,Drip,246.87,Pulses,Sugarcane
74,74,10,7.55,15.13,Loamy,1.15,0.68,33.99,85.41,1074.17,4.46,14.33,West,1782,Zaid,Canal,204.61,Cotton,Wheat
64,69,57,6.79,48.85,Clay,1.3,0.16,30.64,79.02,2491.92,6.0,6.72,West,1031,Rabi,Sprinkler,312.19,Cotton,Rice
20,21,98,7.76,52.2,Sandy,0.77,0.84,21.39,50.47,489.97,7.76,5.7,North,2087,Kharif,Sprinkler,133.77,Vegetables,Cotton
40,52,30,4.8,55.27,Loamy,1.38,2.24,33.75,81.26,1692.32,9.72,8.94,South,2328,Kharif,Canal,264.05,Maize,Rice
40,26,43,6.98,37.18,Clay,1.15,0.66,13.8,58.05,1483.01,8.92,18.91,West,1735,Kharif,Canal,327.86,Cotton,Wheat
71,77,35,5.49,45.17,Clay,1.17,1.63,16.1,80.83,1743.67,11.63,16.74,West,413,Rabi,Drip,255.01,Wheat,Wheat
101,38,45,8.11,48.11,Sandy,0.31,2.13,26.01,84.34,341.57,8.47,6.27,East,731,Rabi,Sprinkler,181.48,Maize,Millet
86,64,108,4.94,44.43,Loamy,1.0,1.69,36.43,71.12,2086.53,6.41,7.88,South,2266,Rabi,Rainfed,322.94,Pulses,Rice
132,16,32,7.87,42.34,Loamy,0.64,0.14,13.9,73.13,237.86,7.47,12.56,North,1288,Kharif,Rainfed,210.07,Wheat,Wheat
63,53,90,4.85,37.38,Loamy,1.07,1.15,26.93,38.47,1677.93,4.6,9.12,West,1209,Kharif,Drip,189.89,Cotton,Rice
29,86,56,4.6,33.96,Loamy,0.94,1.38,32.59,49.43,943.43,4.94,17.57,East,1063,Kharif,Sprinkler,290.76,Cotton,Tomato
83,14,115,5.44,59.81,Clay,0.34,1.09,32.3,63.46,1076.54,8.14,11.42,Central,2272,Kharif,Sprinkler,137.57,Wheat,Pulses
88,69,85,5.83,26.88,Loamy,0.89,1.68,28.84,30.21,2267.53,11.81,17.38,Central,2295,Zaid,Sprinkler,252.0,Wheat,Rice
87,15,53,7.01,14.41,Sandy,0.79,1.59,38.23,80.84,2960.48,5.96,5.86,South,1665,Zaid,Drip,290.48,Maize,Rice
47,16,29,5.03,48.25,Sandy,1.21,0.64,24.46,52.17,1530.98,10.22,14.01,North,330,Zaid,Canal,166.5,Cotton,Rice
135,55,112,6.25,20.69,Clay,0.85,2.28,36.41,73.4,2074.64,6.93,8.85,East,2258,Kharif,Sprinkler,223.08,Pulses,Rice
70,66,36,5.32,36.63,Sandy,0.83,0.57,28.59,76.16,895.68,4.25,3.01,Central,1448,Zaid,Drip,160.9,Pulses,Rice
23,63,115,7.92,14.79,Silt,1.14,1.43,32.12,62.88,1751.22,5.31,8.26,Central,1692,Rabi,Drip,227.16,Wheat,Rice
98,55,70,4.68,40.96,Clay,1.07,2.29,23.94,77.41,479.97,8.97,7.46,West,57,Rabi,Drip,275.79,Maize,Wheat
36,19,46,5.92,57.2,Silt,1.49,2.12,15.03,70.94,2580.66,5.83,7.11,North,1000,Zaid,Drip,196.23,Cotton,Rice
127,13,93,7.03,46.14,Loamy,0.66,1.35,13.27,51.59,1476.02,10.81,12.92,Central,1852,Zaid,Canal,337.62,Vegetables,Wheat
93,76,61,8.15,20.73,Silt,1.09,2.39,30.47,78.97,1212.1,6.94,8.72,North,2340,Rabi,Drip,154.51,Vegetables,Wheat
42,34,84,7.97,58.56,Clay,0.42,2.17,21.29,68.16,1637.5,5.8,3.13,Central,1207,Kharif,Rainfed,215.77,Rice,Rice
37,87,101,8.08,25.35,Loamy,1.25,1.22,27.02,39.61,2756.25,10.23,5.0,Central,791,Zaid,Canal,169.51,Wheat,Rice
148,70,71,4.75,31.83,Sandy,1.22,2.7,32.38,76.37,2374.06,5.27,10.65,Central,575,Zaid,Rainfed,226.04,Maize,Rice
54,47,75,7.86,34.91,Clay,1.14,0.51,33.59,70.57,627.63,11.62,10.82,South,584,Kharif,Sprinkler,200.78,Maize,Millet
83,41,33,7.62,59.54,Loamy,0.35,1.14,25.29,47.08,2350.4,5.9,1.7,North,401,Rabi,Canal,171.06,Vegetables,Rice
78,32,89,8.11,13.44,Clay,1.48,2.12,19.44,80.52,1300.01,10.52,4.33,South,2240,Kharif,Rainfed,136.46,Vegetables,Wheat
20,46,21,5.75,44.84,Loamy,1.43,2.63,33.28,52.44,1306.04,8.13,13.49,East,407,Zaid,Rainfed,254.95,Cotton,Sugarcane
150,12,25,8.15,28.1,Clay,0.68,1.04,22.46,63.16,2321.87,9.91,7.72,East,2323,Zaid,Canal,160.1,Pulses,Rice
86,22,45,6.11,13.92,Clay,0.95,1.73,38.1,50.59,1487.11,5.1,7.36,West,323,Zaid,Sprinkler,244.26,Wheat,Maize
56,43,11,7.04,56.75,Clay,1.36,0.13,34.74,73.46,402.92,5.67,1.89,West,972,Zaid,Canal,201.05,Vegetables,Millet
48,74,98,6.2,39.49,Clay,0.84,1.18,32.41,64.87,890.95,5.59,8.37,South,269,Rabi,Drip,71.9,Rice,Potato
108,85,71,6.21,47.68,Silt,0.98,1.06,17.24,58.22,2704.94,5.07,2.12,West,1269,Kharif,Sprinkler,153.94,Maize,Wheat
119,17,73,6.69,22.02,Loamy,0.98,2.54,20.88,31.22,1857.46,6.12,6.37,North,653,Rabi,Rainfed,294.07,Cotton,Rice
141,18,38,5.92,48.08,Loamy,1.04,0.31,35.47,66.43,2614.2,10.72,3.15,South,575,Zaid,Sprinkler,279.36,Pulses,Rice
109,37,101,7.67,51.42,Clay,0.95,0.28,10.69,67.34,1054.42,9.98,16.92,South,473,Rabi,Rainfed,323.57,Maize,Wheat
151,87,83,7.03,31.54,Clay,0.73,1.38,33.44,40.87,2129.07,6.45,4.77,South,1305,Kharif,Canal,70.62,Vegetables,Rice
33,27,118,7.26,38.6,Sandy,0.9,1.28,22.12,49.94,2398.82,6.93,3.4,Central,772,Rabi,Sprinkler,280.2,Maize,Rice
150,51,96,5.42,58.59,Loamy,1.33,0.57,33.98,82.73,712.1,9.88,17.13,South,1297,Zaid,Rainfed,198.2,Pulses,Millet
104,50,105,8.38,52.34,Silt,1.32,0.86,26.57,62.95,265.29,10.59,12.82,West,1385,Kharif,Rainfed,177.46,Cotton,Millet
40,79,40,7.14,32.24,Loamy,1.2,2.93,25.8,56.1,1976.38,7.39,19.07,Central,596,Rabi,Canal,165.21,Wheat,Rice
45,42,92,5.29,43.23,Loamy,0.74,1.59,31.05,86.16,1815.28,9.93,12.91,East,380,Kharif,Drip,194.94,Rice,Rice
60,86,24,7.5,49.21,Loamy,1.22,0.35,34.19,78.72,311.53,8.55,13.85,Central,2361,Rabi,Drip,284.48,Pulses,Millet
141,63,64,5.19,11.22,Sandy,0.7,0.24,30.8,35.85,1350.21,11.94,7.87,Central,1637,Zaid,Sprinkler,325.95,Vegetables,Sugarcane
57,45,42,4.75,39.42,Silt,1.06,0.22,23.52,81.54,1777.57,9.52,15.17,West,1917,Rabi,Sprinkler,319.3,Rice,Rice
107,65,90,6.61,59.23,Clay,0.94,1.23,19.63,38.98,793.81,9.9,12.06,West,1328,Kharif,Canal,111.67,Wheat,Wheat
30,26,61,6.71,57.36,Silt,0.59,2.61,35.37,40.49,470.31,10.74,4.02,East,681,Rabi,Rainfed,259.26,Pulses,Millet
48,19,109,5.26,51.62,Clay,0.79,2.52,25.62,34.52,2443.63,5.14,3.95,South,1839,Kharif,Sprinkler,342.41,Wheat,Rice
79,53,29,5.89,15.31,Clay,1.28,1.17,33.5,58.88,2790.06,6.94,13.23,West,2461,Kharif,Rainfed,232.21,Vegetables,Rice
80,11,82,8.28,59.7,Silt,1.39,2.35,39.87,68.68,1452.98,7.93,6.17,South,2321,Rabi,Drip,156.46,Vegetables,Potato
41,23,47,5.64,40.48,Sandy,0.47,2.28,29.32,75.22,575.12,5.22,11.34,West,2162,Zaid,Drip,288.92,Wheat,Millet
97,50,12,5.12,21.15,Sandy,0.79,1.5,18.35,31.6,1379.63,6.9,4.66,West,471,Zaid,Drip,307.13,Wheat,Pulses
132,11,63,8.47,43.71,Clay,0.76,1.27,35.97,40.67,981.55,9.49,8.97,Central,1883,Zaid,Sprinkler,67.83,Maize,Millet
142,28,75,5.71,52.83,Sandy,0.84,0.62,18.21,67.27,1573.4,6.0,17.39,Central,840,Rabi,Drip,152.35,Maize,Sugarcane
63,89,27,7.22,15.62,Sandy,1.47,0.91,17.81,61.54,225.27,7.85,14.12,Central,984,Rabi,Rainfed,230.75,Vegetables,Wheat
116,10,96,5.43,55.82,Sandy,0.87,1.08,12.22,33.08,2627.5,5.09,10.26,West,442,Zaid,Rainfed,300.25,Cotton,Sugarcane
96,11,92,6.7,56.01,Sandy,1.28,2.46,12.36,86.12,362.69,4.91,10.34,South,442,Zaid,Rainfed,129.76,Maize,Wheat
159,36,16,6.05,10.67,Clay,1.06,1.7,35.87,75.51,1403.62,6.94,8.36,West,10,Kharif,Canal,323.25,Pulses,Sugarcane
74,11,44,8.35,55.02,Sandy,0.34,0.68,16.92,51.53,2051.19,9.82,13.39,West,1968,Kharif,Canal,157.12,Wheat,Wheat
70,60,93,6.23,57.34,Silt,1.1,0.38,13.26,62.18,2023.21,8.21,4.58,Central,2238,Rabi,Rainfed,128.35,Vegetables,Wheat
121,19,93,6.84,11.88,Silt,1.04,1.54,20.58,52.46,1034.98,9.03,7.41,South,520,Zaid,Sprinkler,50.24,Rice,Sugarcane
48,28,92,8.28,24.71,Clay,1.19,2.03,31.41,57.32,1598.8,7.22,13.91,West,1595,Kharif,Sprinkler,134.12,Wheat,Rice
88,89,114,8.46,28.66,Loamy,0.3,2.47,20.19,65.77,1591.33,8.69,14.72,South,584,Zaid,Drip,268.74,Pulses,Rice
99,22,89,4.91,27.44,Sandy,0.51,2.41,19.28,53.91,567.54,7.87,17.83,West,1583,Rabi,Drip,237.35,Cotton,Cotton
50,57,111,7.84,47.95,Silt,1.2,2.49,24.64,67.24,1242.75,7.18,6.79,North,1056,Rabi,Rainfed,181.82,Maize,Wheat
131,65,94,6.03,27.91,Loamy,0.68,1.4,10.64,57.91,533.99,4.19,17.2,East,368,Rabi,Drip,250.34,Cotton,Wheat
65,81,102,6.88,57.83,Silt,1.38,2.61,24.73,69.44,359.85,10.76,16.66,West,514,Zaid,Rainfed,206.49,Pulses,Tomato
116,65,117,6.0,59.75,Silt,0.87,1.39,39.7,45.73,355.81,11.62,1.19,South,1647,Kharif,Sprinkler,177.18,Pulses,Millet
71,59,69,6.1,25.84,Loamy,0.2,0.59,33.98,40.27,1417.95,8.24,13.78,Central,2169,Rabi,Drip,88.34,Cotton,Wheat
157,54,111,5.14,35.44,Sandy,1.11,1.25,12.11,30.81,2242.9,7.58,15.57,East,787,Zaid,Drip,165.31,Wheat,Sugarcane
93,68,118,6.79,37.89,Clay,0.87,1.09,29.64,66.12,2956.73,10.12,1.08,East,23,Rabi,Drip,76.34,Maize,Rice
60,48,33,6.69,38.97,Clay,0.61,1.24,23.83,88.85,1799.42,4.1,10.38,North,2421,Zaid,Rainfed,232.79,Vegetables,Rice
96,30,110,5.26,28.71,Clay,0.23,2.01,34.79,55.22,1038.16,5.11,19.1,North,2175,Rabi,Sprinkler,311.74,Wheat,Wheat
150,64,102,6.67,18.3,Sandy,0.46,2.01,12.96,42.76,779.89,6.22,19.12,West,104,Kharif,Drip,89.49,Wheat,Wheat
133,66,104,8.39,12.73,Sandy,0.41,0.75,16.98,30.79,2145.52,4.67,15.07,East,2235,Zaid,Drip,252.07,Maize,Wheat
71,50,118,7.36,15.32,Silt,0.96,1.02,33.73,60.77,344.97,4.37,16.8,South,1706,Zaid,Rainfed,114.14,Wheat,Millet
106,79,48,6.42,55.06,Clay,1.2,1.83,35.48,89.56,934.43,11.51,6.84,Central,1482,Kharif,Sprinkler,106.65,Maize,Maize
128,58,21,8.16,24.02,Clay,0.5,0.34,25.88,89.03,2127.93,5.48,9.76,East,1469,Rabi,Sprinkler,288.09,Maize,Rice
88,53,103,6.8,13.84,Silt,1.11,2.1,10.59,36.08,1446.06,8.74,19.91,Central,879,Zaid,Drip,216.64,Cotton,Wheat
139,44,62,5.04,41.18,Silt,1.37,0.62,36.81,78.98,1600.59,8.31,16.34,West,1916,Zaid,Rainfed,332.51,Cotton,Rice
86,14,73,6.69,13.77,Loamy,1.01,2.57,21.48,40.4,2931.35,6.29,1.85,North,1238,Kharif,Rainfed,344.74,Wheat,Rice
80,80,13,5.22,13.5,Loamy,1.21,1.26,11.19,78.56,1332.94,9.18,2.04,North,1772,Rabi,Drip,245.93,Cotton,Barley
90,83,103,7.57,41.08,Sandy,0.47,0.74,34.56,81.21,1866.37,6.6,12.01,Central,674,Rabi,Rainfed,170.82,Wheat,Rice
49,83,14,8.37,39.57,Clay,0.3,2.04,22.54,30.46,2996.11,7.66,8.09,South,2419,Zaid,Sprinkler,137.74,Wheat,Rice
115,60,25,5.94,12.07,Silt,0.68,1.71,15.7,44.24,2121.83,7.05,5.49,South,73,Rabi,Canal,97.81,Vegetables,Sugarcane
75,66,36,6.24,33.02,Clay,1.12,0.6,34.05,33.39,1640.49,11.29,7.08,West,26,Zaid,Sprinkler,194.16,Pulses,Rice
72,67,13,6.19,31.79,Sandy,1.09,2.5,23.73,59.93,1106.89,11.44,19.22,West,266,Kharif,Drip,190.27,Cotton,Tomato
26,45,81,5.64,37.33,Clay,1.44,1.41,28.23,31.6,2934.08,6.99,7.11,South,1977,Kharif,Canal,50.47,Maize,Rice
116,19,57,7.68,46.89,Silt,1.02,0.54,34.69,67.57,1022.71,5.98,7.87,West,575,Zaid,Sprinkler,262.92,Maize,Sugarcane
132,59,17,6.97,24.14,Silt,0.73,2.41,25.67,63.5,524.31,9.89,9.58,Central,2025,Rabi,Drip,152.13,Wheat,Millet
144,46,90,4.76,31.64,Silt,1.24,0.49,13.31,52.76,2792.4,6.52,4.06,Central,709,Kharif,Sprinkler,304.31,Vegetables,Sugarcane
